Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:3196717-3197466:-,19,20
NC_002516.2:3197642-3198988:+,30,12
NC_002516.2:3199029-3200237:-,15,5
NC_002516.2:3200320-3200553:-,11,0
NC_002516.2:3200650-3201504:+,9,1
NC_002516.2:3201506-3202255:-,1,1
NC_002516.2:3202293-3203312:+,0,3
NC_002516.2:3203398-3203853:+,13,3
NC_002516.2:3203998-3204426:+,58,3
NC_002516.2:3204514-3205080:-,592,128
NC_002516.2:3205123-3206253:-,22,8
NC_002516.2:3206915-3207166:+,9932,2747
NC_002516.2:3207290-3208261:-,188,45
NC_002516.2:3208339-3208617:-,11,12
NC_002516.2:3208673-3209278:-,39,10
NC_002516.2:3209289-3209972:+,22,20
NC_002516.2:3209981-3212473:+,20,12
NC_002516.2:3212525-3213031:+,15,14
NC_002516.2:3213044-3213484:-,13,27
NC_002516.2:3213538-3214086:+,1,2
NC_002516.2:3214282-3215217:+,17,11
NC_002516.2:3215423-3216289:+,3,2
NC_002516.2:3216456-3216890:-,33,15
NC_002516.2:3216989-3218419:-,25,20
NC_002516.2:3218666-3219469:+,15,2
NC_002516.2:3219608-3221080:+,50,24
NC_002516.2:3221206-3221565:+,9,4
NC_002516.2:3221652-3222140:+,9,6
NC_002516.2:3222150-3223727:+,7,21
NC_002516.2:3223736-3224533:-,33,6
NC_002516.2:3224614-3225384:-,21,10
NC_002516.2:3225381-3227387:-,11,10
NC_002516.2:3227384-3228337:-,5,3
NC_002516.2:3228337-3229254:-,11,11
NC_002516.2:3229484-3230182:-,32,14
NC_002516.2:3230279-3231172:-,11,8
NC_002516.2:3231218-3231859:+,0,1
NC_002516.2:3231882-3232772:-,8,6
NC_002516.2:3232819-3233334:+,4,5
NC_002516.2:3233343-3234254:-,2,2
NC_002516.2:3234256-3235371:-,4,4
NC_002516.2:3235794-3235961:+,36,31
NC_002516.2:3236194-3236958:+,19,25
NC_002516.2:3236959-3237555:-,13,6
NC_002516.2:3237836-3239638:+,6,3
NC_002516.2:3239711-3240589:+,14,3
NC_002516.2:3240591-3242207:+,12,9
NC_002516.2:3242324-3243484:+,23,8
NC_002516.2:3243505-3244299:+,4,1
NC_002516.2:3244345-3246330:+,18,5
NC_002516.2:3246382-3247206:+,4,2
NC_002516.2:3247369-3249195:+,9,6
NC_002516.2:3249209-3249631:-,4,6
NC_002516.2:3249977-3250741:-,25,10
NC_002516.2:3250738-3251322:-,4,12
NC_002516.2:3251651-3253090:-,76,41
NC_002516.2:3253312-3253680:-,0,0
NC_002516.2:3253766-3254404:-,12,9
NC_002516.2:3254598-3255407:-,28,15
NC_002516.2:3255407-3255766:-,33,19
NC_002516.2:3255763-3256611:-,44,19
NC_002516.2:3256681-3258360:-,66,34
NC_002516.2:3258353-3259105:-,35,11
NC_002516.2:3259102-3259728:-,40,12
NC_002516.2:3259725-3261185:-,30,32
NC_002516.2:3261522-3262769:+,15,10
NC_002516.2:3262762-3263862:+,7,6
NC_002516.2:3263859-3264587:+,5,2
NC_002516.2:3264642-3265211:-,3,4
NC_002516.2:3265848-3268004:+,276,112
NC_002516.2:3268057-3268830:+,47,19
NC_002516.2:3268827-3269798:+,82,39
NC_002516.2:3269795-3270826:+,62,43
NC_002516.2:3270827-3271693:-,6,2
NC_002516.2:3271813-3272406:-,2,2
NC_002516.2:3272457-3273293:-,23,6
NC_002516.2:3273504-3274277:+,10,5
NC_002516.2:3274328-3274585:+,0,0
NC_002516.2:3274597-3276234:-,13,10
NC_002516.2:3276319-3277308:-,3,3
NC_002516.2:3277409-3278578:+,6,0
NC_002516.2:3278638-3279423:+,0,0
NC_002516.2:3279479-3280168:+,0,0
NC_002516.2:3280165-3280878:+,0,0
NC_002516.2:3280899-3281666:+,0,2
NC_002516.2:3281988-3283319:+,8,7
NC_002516.2:3283375-3284598:-,73,60
NC_002516.2:3285007-3285621:-,150,65
NC_002516.2:3285687-3286613:+,5,7
NC_002516.2:3286624-3287214:-,11,7
NC_002516.2:3287340-3288449:+,5,0
NC_002516.2:3288515-3289693:+,2,0
NC_002516.2:3289715-3290674:+,2,3
NC_002516.2:3290694-3291173:-,3,1
NC_002516.2:3291283-3291864:+,2,1
NC_002516.2:3291960-3292268:+,4,4
NC_002516.2:3292324-3293781:-,11,5
NC_002516.2:3294282-3295892:+,123,20
NC_002516.2:3295979-3297118:-,12,3
NC_002516.2:3297240-3297884:-,14,7
NC_002516.2:3297905-3298921:-,21,8
NC_002516.2:3299492-3300586:+,9,1
NC_002516.2:3300615-3304361:-,193,104
NC_002516.2:3304437-3305564:-,226,45
NC_002516.2:3306312-3307013:+,204,35
NC_002516.2:3307085-3307513:+,23,13
NC_002516.2:3307510-3308262:+,42,15
NC_002516.2:3308391-3309338:+,36,14
NC_002516.2:3309411-3310607:-,298,165
NC_002516.2:3310792-3311721:-,936,220
NC_002516.2:3311721-3312470:-,912,175
NC_002516.2:3312791-3314446:+,324,39
NC_002516.2:3314495-3315064:-,16,11
NC_002516.2:3315057-3315689:-,42,19
NC_002516.2:3315754-3316650:-,23,18
NC_002516.2:3316800-3317438:-,71,34
NC_002516.2:3317524-3318657:+,32,15
NC_002516.2:3318883-3319659:-,28,18
NC_002516.2:3319674-3320030:-,59,25
NC_002516.2:3320064-3321050:-,59,26
NC_002516.2:3321043-3321675:-,27,8
NC_002516.2:3321704-3322753:-,29,21
NC_002516.2:3322759-3323574:-,53,56
NC_002516.2:3323574-3324818:-,175,119
NC_002516.2:3324947-3325183:-,4312,933
NC_002516.2:3325379-3326122:-,172,259
NC_002516.2:3326145-3327083:-,76,123
NC_002516.2:3327189-3328169:-,26,78
NC_002516.2:3328203-3328385:-,1561,300
NC_002516.2:3328399-3328935:-,228,194
NC_002516.2:3329045-3329623:+,9,4
NC_002516.2:3329690-3330670:-,209,137
NC_002516.2:3330663-3331355:-,102,63
NC_002516.2:3331348-3332304:-,116,68
NC_002516.2:3332881-3336054:+,621,469
NC_002516.2:3336212-3337231:-,73,58
NC_002516.2:3337228-3337692:-,46,44
NC_002516.2:3337692-3338456:-,235,40
NC_002516.2:3338456-3338641:-,299,18
NC_002516.2:3338679-3339677:-,39,49
NC_002516.2:3339677-3340117:-,37,15
NC_002516.2:3340114-3340749:-,54,23
NC_002516.2:3340822-3343047:-,8,15
NC_002516.2:3343178-3343711:+,4,9
NC_002516.2:3343799-3345100:-,34,57
NC_002516.2:3345113-3345796:-,44,53
NC_002516.2:3345789-3347039:-,56,84
NC_002516.2:3347142-3347741:+,6,15
NC_002516.2:3348073-3348795:+,60,7
NC_002516.2:3348838-3350232:-,389,206
NC_002516.2:3350411-3350638:-,32,4
NC_002516.2:3350635-3351663:-,81,35
NC_002516.2:3351656-3352879:-,141,53
NC_002516.2:3352890-3353498:-,34,16
NC_002516.2:3353498-3354172:-,51,19
NC_002516.2:3354169-3354954:-,77,18
NC_002516.2:3354947-3356158:-,94,23
NC_002516.2:3356162-3357499:-,183,40
NC_002516.2:3357758-3359167:-,53,54
NC_002516.2:3359269-3360654:-,604,231
NC_002516.2:3360875-3364321:+,127,57
NC_002516.2:3364332-3364961:+,44,19
NC_002516.2:3365007-3365744:-,143,15
NC_002516.2:3365756-3366754:-,102,18
NC_002516.2:3366970-3367671:-,27,21
NC_002516.2:3367903-3368517:+,48,28
NC_002516.2:3368529-3369014:+,21,4
NC_002516.2:3369036-3369269:-,185,72
NC_002516.2:3369475-3369993:-,44,33
NC_002516.2:3370100-3372706:-,341,138
NC_002516.2:3372797-3373171:-,27,22
NC_002516.2:3373254-3374429:-,183,74
NC_002516.2:3374460-3376607:-,205,64
NC_002516.2:3377035-3377853:+,12,14
NC_002516.2:3377870-3378304:-,5,14
NC_002516.2:3378512-3378949:+,52,19
NC_002516.2:3378979-3379665:-,5,3
NC_002516.2:3379815-3381737:-,118,60
NC_002516.2:3381963-3383891:+,65,30
NC_002516.2:3383948-3384334:+,214,24
NC_002516.2:3384378-3385184:-,41,14
NC_002516.2:3385287-3386195:-,28,18
NC_002516.2:3386270-3387829:-,21,5
NC_002516.2:3387850-3389430:-,12,6
NC_002516.2:3389436-3391031:-,18,8
NC_002516.2:3391208-3392239:+,22,8
NC_002516.2:3392268-3393485:-,51,24
NC_002516.2:3393482-3394021:-,34,9
NC_002516.2:3394088-3394684:+,12,5
NC_002516.2:3394816-3395037:+,1066,304
NC_002516.2:3395325-3396728:-,25,8
NC_002516.2:3397096-3397374:-,8,13
NC_002516.2:3397381-3397938:-,27,10
NC_002516.2:3398104-3398700:+,4,0
NC_002516.2:3398717-3399649:+,3,2
NC_002516.2:3399649-3400515:+,5,1
NC_002516.2:3400684-3401949:+,473,118
NC_002516.2:3402134-3403516:-,5,4
NC_002516.2:3403812-3404141:+,165,108
NC_002516.2:3404145-3404525:+,23,110
NC_002516.2:3404539-3404862:+,10,22
NC_002516.2:3404979-3406310:+,52,33
NC_002516.2:3406321-3408546:-,4,8
NC_002516.2:3408560-3409183:-,3,4
NC_002516.2:3409609-3409953:-,101,27
NC_002516.2:3410264-3411694:+,53,40
NC_002516.2:3411763-3413940:-,56,30
NC_002516.2:3414401-3414613:+,400,82
NC_002516.2:3414701-3415729:-,35,33
NC_002516.2:3415786-3416067:-,0,4
NC_002516.2:3416061-3417041:+,38,29
NC_002516.2:3417113-3418120:+,26,14
NC_002516.2:3418288-3420192:+,26,12
NC_002516.2:3420309-3420785:-,12,3
NC_002516.2:3420823-3421299:-,18,28
NC_002516.2:3421425-3421655:+,1,0
NC_002516.2:3421696-3423066:-,19,13
NC_002516.2:3423068-3424591:-,29,9
NC_002516.2:3424588-3425577:-,10,8
NC_002516.2:3425555-3426922:-,9,9
NC_002516.2:3426928-3427446:-,16,1
NC_002516.2:3427486-3431067:-,29,18
NC_002516.2:3431045-3433891:-,30,13
NC_002516.2:3434373-3435359:-,4,4
NC_002516.2:3435372-3435944:-,7,9
NC_002516.2:3435987-3436430:-,8,2
NC_002516.2:3436578-3441440:-,724,226
NC_002516.2:3441713-3442483:-,5,15
NC_002516.2:3442823-3443803:+,30,32
NC_002516.2:3443814-3444752:+,17,7
NC_002516.2:3444749-3445243:+,3,4
NC_002516.2:3445236-3446258:+,11,7
NC_002516.2:3446255-3448015:+,14,5
NC_002516.2:3448012-3449643:+,14,12
NC_002516.2:3449697-3450776:+,8,9
NC_002516.2:3450838-3451509:+,3,2
NC_002516.2:3451506-3452801:+,13,12
NC_002516.2:3452872-3455253:-,25,11
NC_002516.2:3455266-3456363:-,21,6
NC_002516.2:3456543-3457910:-,22,4
NC_002516.2:3457969-3459933:-,23,8
NC_002516.2:3460380-3463037:-,220,79
NC_002516.2:3463056-3463856:-,14,17
NC_002516.2:3463889-3464152:-,61,10
NC_002516.2:3464236-3465096:-,28,11
NC_002516.2:3465093-3466073:-,23,14
NC_002516.2:3466073-3466960:-,40,30
NC_002516.2:3467085-3468050:+,2,4
NC_002516.2:3468051-3468950:-,9,7
NC_002516.2:3468988-3470427:-,17,5
NC_002516.2:3470764-3472803:-,18,10
NC_002516.2:3473018-3474136:+,13,8
NC_002516.2:3474133-3475170:+,9,3
NC_002516.2:3475956-3476480:-,11,5
NC_002516.2:3476482-3477630:-,53,26
NC_002516.2:3477627-3478628:-,38,16
NC_002516.2:3478625-3479338:-,14,22
NC_002516.2:3479335-3479724:-,4,7
NC_002516.2:3479721-3480239:-,33,24
NC_002516.2:3480246-3480692:-,100,25
NC_002516.2:3480697-3481914:-,52,22
NC_002516.2:3481914-3483422:-,84,33
NC_002516.2:3483642-3484349:+,40,64
NC_002516.2:3484354-3486330:+,116,69
NC_002516.2:3486417-3487184:-,39,26
NC_002516.2:3487181-3488392:-,146,44
NC_002516.2:3488409-3489914:-,361,93
NC_002516.2:3490136-3490678:-,23,47
NC_002516.2:3490752-3491411:-,50,35
NC_002516.2:3491415-3492704:-,132,140
NC_002516.2:3492701-3493573:-,248,234
NC_002516.2:3493842-3494477:-,65,50
NC_002516.2:3494567-3495424:-,24,15
NC_002516.2:3495446-3498205:-,277,177
NC_002516.2:3498374-3499384:-,49,25
NC_002516.2:3499486-3500598:-,299,106
NC_002516.2:3500668-3501750:-,158,57
NC_002516.2:3501809-3502570:-,23,16
NC_002516.2:3502642-3503280:-,216,28
NC_002516.2:3503292-3504716:-,274,44
NC_002516.2:3504879-3505772:+,8,4
NC_002516.2:3505865-3506242:-,36,7
NC_002516.2:3506322-3507233:-,13,5
NC_002516.2:3507345-3508673:+,5,4
NC_002516.2:3508717-3509166:-,35,17
NC_002516.2:3509324-3510127:+,19,6
NC_002516.2:3510144-3510890:+,23,6
NC_002516.2:3510905-3511864:-,17,10
NC_002516.2:3511957-3512394:-,33,8
NC_002516.2:3512394-3513041:-,54,16
NC_002516.2:3513154-3514011:-,9,3
NC_002516.2:3514023-3514565:-,5,3
NC_002516.2:3515416-3516900:-,234,75
NC_002516.2:3516938-3517858:-,15,8
NC_002516.2:3517928-3518995:+,0,5
NC_002516.2:3519045-3520544:+,1,2
NC_002516.2:3520548-3522560:-,105,40
NC_002516.2:3522748-3523944:+,235,173
NC_002516.2:3524161-3524490:-,12,3
NC_002516.2:3524681-3526678:-,455,261
NC_002516.2:3527429-3527734:-,8,36
NC_002516.2:3527670-3528212:-,9,35
NC_002516.2:3528428-3529447:-,124,65
NC_002516.2:3529508-3530458:-,96,91
NC_002516.2:3530467-3531708:-,202,181
NC_002516.2:3531751-3532815:-,618,242
NC_002516.2:3532812-3533933:-,310,228
NC_002516.2:3533948-3535081:-,746,258
NC_002516.2:3535216-3535971:-,327,180
NC_002516.2:3535971-3536579:-,174,87
NC_002516.2:3536576-3537811:-,149,141
NC_002516.2:3537808-3539124:-,284,225
NC_002516.2:3539128-3540207:-,1105,395
NC_002516.2:3540210-3540785:-,569,350
NC_002516.2:3540782-3542671:-,205,249
NC_002516.2:3542740-3543690:-,992,306
NC_002516.2:3543764-3545074:-,1575,854
NC_002516.2:3545881-3546927:-,521,473
NC_002516.2:3547689-3547973:-,170,41
NC_002516.2:3548110-3549789:-,4474,2936
NC_002516.2:3550057-3550746:-,161,75
NC_002516.2:3552979-3554088:-,79,77
NC_002516.2:3554157-3555254:-,272,104
NC_002516.2:3555254-3556339:-,273,89
NC_002516.2:3556427-3559198:-,676,378
NC_002516.2:3559435-3560511:-,67,23
NC_002516.2:3560621-3561955:+,59,35
NC_002516.2:3562106-3562804:+,94,24
NC_002516.2:3562801-3563481:+,75,28
NC_002516.2:3563546-3564286:+,43,9
NC_002516.2:3564445-3565173:+,6,5
NC_002516.2:3565189-3566124:+,4,3
NC_002516.2:3566163-3567377:+,3,5
NC_002516.2:3567606-3568529:+,34,64
NC_002516.2:3568636-3569013:-,20,16
NC_002516.2:3569106-3570266:-,89,34
NC_002516.2:3570414-3570851:+,15,4
NC_002516.2:3570941-3571603:-,692,434
NC_002516.2:3571621-3572337:-,1004,144
NC_002516.2:3572324-3573793:-,2121,627
NC_002516.2:3573980-3574837:+,49,32
NC_002516.2:3574846-3575697:-,54,46
NC_002516.2:3575912-3577276:-,121,34
NC_002516.2:3577320-3578480:-,68,26
NC_002516.2:3578513-3579358:-,45,16
NC_002516.2:3579351-3580283:-,35,19
NC_002516.2:3580384-3581646:-,188,96
NC_002516.2:3582171-3583592:-,100,94
NC_002516.2:3583616-3584344:-,254,88
NC_002516.2:3584379-3585374:-,340,124
NC_002516.2:3585477-3587303:-,1348,296
NC_002516.2:3587433-3588437:+,940,131
NC_002516.2:3588741-3589271:-,12,7
NC_002516.2:3589352-3590350:-,20,21
NC_002516.2:3590490-3591242:-,39,27
NC_002516.2:3591415-3592044:-,53,18
NC_002516.2:3592041-3592928:-,22,14
NC_002516.2:3593144-3593731:+,132,41
NC_002516.2:3593733-3594032:+,91,20
NC_002516.2:3594208-3594570:+,57,8
NC_002516.2:3594581-3595258:+,29,32
NC_002516.2:3595387-3595827:+,44,10
NC_002516.2:3595942-3597279:+,8,13
NC_002516.2:3597319-3597798:+,7,1
NC_002516.2:3597779-3598339:-,46,14
NC_002516.2:3598404-3598775:-,1,2
NC_002516.2:3598933-3600387:+,25,13
NC_002516.2:3600454-3601599:+,52,24
NC_002516.2:3601596-3602390:+,19,11
NC_002516.2:3602392-3603330:+,64,10
NC_002516.2:3603327-3603971:+,17,4
NC_002516.2:3603994-3605007:-,10,8
NC_002516.2:3605150-3605467:+,10,7
NC_002516.2:3605684-3607075:+,42,18
NC_002516.2:3608117-3608929:-,2,0
NC_002516.2:3609076-3609840:+,7,9
NC_002516.2:3609905-3610240:+,29,6
NC_002516.2:3610250-3611149:+,19,5
NC_002516.2:3611254-3611895:-,4,0
NC_002516.2:3612042-3612359:-,8,9
NC_002516.2:3612559-3613488:+,29,16
NC_002516.2:3613495-3614322:+,51,12
NC_002516.2:3614304-3614867:+,156,39
NC_002516.2:3614930-3616762:+,63,55
NC_002516.2:3617044-3617310:+,138,9
NC_002516.2:3617343-3618467:-,16,13
NC_002516.2:3618726-3618884:-,5,11
NC_002516.2:3618993-3619619:-,8,4
NC_002516.2:3619616-3621415:-,29,31
NC_002516.2:3621505-3623160:-,536,137
NC_002516.2:3623157-3623468:-,1066,107
NC_002516.2:3623686-3624543:-,4,10
NC_002516.2:3624837-3625058:+,1,0
NC_002516.2:3625201-3626562:+,87,33
NC_002516.2:3626566-3627369:+,72,30
NC_002516.2:3627509-3628366:+,7,6
NC_002516.2:3628430-3629599:-,12,10
NC_002516.2:3629667-3630605:-,23,27
NC_002516.2:3630765-3631556:+,36,23
NC_002516.2:3631618-3632433:+,1880,183
NC_002516.2:3632430-3632684:+,1466,156
NC_002516.2:3632788-3633423:+,21,12
NC_002516.2:3633592-3634881:+,39,23
NC_002516.2:3634924-3635475:-,9,5
NC_002516.2:3635541-3636257:-,9,4
NC_002516.2:3636621-3637679:+,18,14
NC_002516.2:3637734-3638543:+,1,3
NC_002516.2:3638540-3639379:+,1,3
NC_002516.2:3639366-3640163:+,5,5
NC_002516.2:3640166-3641161:+,31,9
NC_002516.2:3641233-3641811:+,48,6
NC_002516.2:3641872-3642834:-,90,24
NC_002516.2:3642964-3645060:+,606,325
NC_002516.2:3645099-3646904:+,5,13
NC_002516.2:3646918-3647397:-,26,7
NC_002516.2:3647755-3648066:-,37,14
NC_002516.2:3648170-3648916:+,12,32
NC_002516.2:3649705-3650466:-,360,97
NC_002516.2:3651056-3651976:+,75,17
NC_002516.2:3652063-3652998:+,6,7
NC_002516.2:3653138-3653452:+,5,6
NC_002516.2:3653667-3653876:+,1819,235
NC_002516.2:3653937-3655811:-,75,52
NC_002516.2:3655986-3658151:-,34,12
NC_002516.2:3658248-3659102:-,18,18
NC_002516.2:3659169-3659756:-,47,32
NC_002516.2:3660022-3663501:+,82,42
NC_002516.2:3663509-3667855:-,55,25
NC_002516.2:3667924-3668307:-,0,3
NC_002516.2:3668474-3668761:+,3,1
NC_002516.2:3668840-3669169:-,4,5
NC_002516.2:3669166-3669588:-,19,11
NC_002516.2:3669821-3670633:-,10,16
NC_002516.2:3670759-3671058:-,9,46
NC_002516.2:3671227-3672549:-,4,3
NC_002516.2:3673008-3674324:-,1,6
NC_002516.2:3674570-3675160:-,18,12
NC_002516.2:3675163-3675897:-,22,6
NC_002516.2:3675894-3676748:-,45,11
NC_002516.2:3676767-3677081:-,51,11
NC_002516.2:3677720-3678331:-,50,50
NC_002516.2:3678334-3679386:-,75,26
NC_002516.2:3679946-3680461:+,5,5
NC_002516.2:3680465-3680968:-,10,10
NC_002516.2:3681048-3681461:+,4,1
NC_002516.2:3681500-3684148:-,67,49
NC_002516.2:3684163-3684717:-,40,12
NC_002516.2:3684905-3685762:-,19,9
NC_002516.2:3685759-3686574:-,5,1
NC_002516.2:3686584-3688650:-,8,5
NC_002516.2:3688879-3689316:-,86,17
NC_002516.2:3689521-3690951:+,3,4
NC_002516.2:3691024-3695004:-,94,57
NC_002516.2:3695179-3695481:-,2,2
NC_002516.2:3695511-3697199:-,274,69
NC_002516.2:3697434-3699122:-,93,25
NC_002516.2:3699369-3700319:+,66,23
NC_002516.2:3700316-3700786:+,85,25
NC_002516.2:3700937-3702112:+,5,9
NC_002516.2:3702093-3702950:-,3,9
NC_002516.2:3702977-3703180:-,2,1
NC_002516.2:3703167-3705161:-,9,31
NC_002516.2:3705890-3706492:-,7,16
NC_002516.2:3706546-3706854:-,6,5
NC_002516.2:3707090-3709942:+,103,49
NC_002516.2:3710225-3710680:+,50,233
NC_002516.2:3710749-3712404:-,21,10
NC_002516.2:3712560-3714911:+,12,21
NC_002516.2:3714915-3715805:-,23,4
NC_002516.2:3715804-3716811:+,96,8
NC_002516.2:3716808-3717611:+,14,6
NC_002516.2:3717605-3718438:+,10,4
NC_002516.2:3718435-3719205:+,2,11
NC_002516.2:3719329-3720057:+,49,16
NC_002516.2:3720123-3720623:+,8,1
NC_002516.2:3720681-3722759:-,4,11
NC_002516.2:3722990-3723445:-,2,0
NC_002516.2:3723534-3724448:+,4,2
NC_002516.2:3724456-3725154:-,19,14
NC_002516.2:3725580-3726455:+,3,1
NC_002516.2:3726452-3728230:+,2,1
NC_002516.2:3728240-3729127:+,0,0
NC_002516.2:3729471-3730076:-,524,171
NC_002516.2:3730557-3737615:+,821,232
NC_002516.2:3737612-3738778:+,118,38
NC_002516.2:3738775-3740103:+,248,35
NC_002516.2:3740105-3741019:+,255,30
NC_002516.2:3741012-3742268:+,577,112
NC_002516.2:3742265-3742690:+,171,27
NC_002516.2:3742694-3743686:+,355,78
NC_002516.2:3743700-3743939:+,251,50
NC_002516.2:3744057-3744809:+,154,90
NC_002516.2:3744901-3746067:+,84,19
NC_002516.2:3746078-3747076:-,2,55
NC_002516.2:3747166-3747456:-,4,4
NC_002516.2:3747525-3749711:+,26,16
NC_002516.2:3749719-3751767:-,107,31
NC_002516.2:3752044-3752478:-,34,36
NC_002516.2:3752596-3753612:-,12,4
NC_002516.2:3753763-3754932:-,6,21
NC_002516.2:3755021-3757159:-,81,83
NC_002516.2:3757243-3757593:-,43,20
NC_002516.2:3757659-3759374:-,37,33
NC_002516.2:3759376-3759681:-,25,12
NC_002516.2:3759996-3760820:-,86,82
NC_002516.2:3760897-3761829:-,377,297
NC_002516.2:3761961-3762659:+,30,89
NC_002516.2:3762804-3763127:+,132,90
NC_002516.2:3763182-3763652:+,35,73
NC_002516.2:3763681-3764472:+,44,51
NC_002516.2:3764476-3765087:-,12,11
NC_002516.2:3765129-3766433:-,19,23
NC_002516.2:3766617-3767858:-,32,17
NC_002516.2:3768184-3769530:+,38,4
NC_002516.2:3769587-3770465:+,6,2
NC_002516.2:3770470-3771480:-,4,6
NC_002516.2:3771503-3772561:-,3,0
NC_002516.2:3773029-3773376:+,8,2
NC_002516.2:3773430-3773948:-,10,10
NC_002516.2:3773991-3774581:-,12,2
NC_002516.2:3774578-3775735:-,14,7
NC_002516.2:3775761-3776876:-,9,2
NC_002516.2:3776959-3777999:-,16,21
NC_002516.2:3778266-3778604:+,7,5
NC_002516.2:3778704-3779369:+,4,1
NC_002516.2:3779562-3779840:+,101,38
NC_002516.2:3779930-3780076:+,105,31
NC_002516.2:3780128-3780313:+,10,5
NC_002516.2:3780362-3781132:-,7,1
NC_002516.2:3781123-3781680:-,9,9
NC_002516.2:3781680-3782843:-,5,19
NC_002516.2:3782833-3783549:-,2,0
NC_002516.2:3783599-3784414:-,2,0
NC_002516.2:3784411-3785295:-,3,3
NC_002516.2:3785292-3786392:-,2,2
NC_002516.2:3786392-3787021:-,0,0
NC_002516.2:3787021-3787479:-,0,1
NC_002516.2:3787489-3788211:-,1,2
NC_002516.2:3788232-3789026:-,1,0
NC_002516.2:3789093-3790097:-,1,1
NC_002516.2:3790150-3790986:-,3,5
NC_002516.2:3791347-3791673:+,85,75
NC_002516.2:3791827-3792192:+,2,10
NC_002516.2:3792290-3793060:+,3,2
NC_002516.2:3793113-3793808:+,9,7
NC_002516.2:3793815-3794117:-,0,0
NC_002516.2:3794178-3794591:+,4,1
NC_002516.2:3794819-3796966:+,4,9
NC_002516.2:3797009-3798919:+,1,3
NC_002516.2:3798916-3800202:+,5,2
NC_002516.2:3800199-3801113:+,2,0
NC_002516.2:3801104-3801931:+,2,0
NC_002516.2:3801948-3802484:+,0,1
NC_002516.2:3802567-3803343:-,279,55
NC_002516.2:3803617-3804543:+,11,6
NC_002516.2:3804545-3804886:-,22,3
NC_002516.2:3804940-3806073:-,8,4
NC_002516.2:3806070-3807242:-,14,8
NC_002516.2:3807246-3808217:-,26,12
NC_002516.2:3808318-3808803:-,4,5
NC_002516.2:3808978-3809265:+,1,0
NC_002516.2:3809258-3810613:-,2,1
NC_002516.2:3810610-3811941:-,2,0
NC_002516.2:3811938-3813740:-,0,3
NC_002516.2:3813958-3814575:-,13,3
NC_002516.2:3814661-3817336:-,7,7
NC_002516.2:3817546-3818532:-,4,2
NC_002516.2:3818597-3819112:-,0,1
NC_002516.2:3819189-3819407:-,0,2
NC_002516.2:3819527-3819796:-,2,3
NC_002516.2:3820006-3820272:+,20,7
NC_002516.2:3820308-3820892:+,3,7
NC_002516.2:3821385-3822497:-,2,1
NC_002516.2:3822515-3823516:-,1,2
NC_002516.2:3823509-3824606:-,4,3
NC_002516.2:3824748-3825773:-,12,15
NC_002516.2:3826019-3826831:+,13,3
NC_002516.2:3826838-3829321:-,4,3
NC_002516.2:3829471-3830841:-,6,4
NC_002516.2:3830898-3832655:-,3,3
NC_002516.2:3832940-3833683:+,10,5
NC_002516.2:3833774-3835180:+,5,1
NC_002516.2:3835215-3835559:+,1,2
NC_002516.2:3835579-3836349:-,22,10
NC_002516.2:3836466-3837377:-,29,15
NC_002516.2:3837493-3837786:-,3,1
NC_002516.2:3837885-3838781:-,5,8
NC_002516.2:3838778-3839557:-,4,6
NC_002516.2:3839686-3840372:-,2,15
NC_002516.2:3840359-3840748:-,2,5
NC_002516.2:3840844-3841737:+,4,2
NC_002516.2:3842274-3843290:-,0,0
NC_002516.2:3843653-3844105:-,42,9
NC_002516.2:3844385-3844942:+,2,1
NC_002516.2:3845053-3845757:+,26,11
NC_002516.2:3845775-3846335:+,117,29
NC_002516.2:3846337-3846708:+,108,18
NC_002516.2:3846837-3847148:+,49,19
NC_002516.2:3847200-3847538:+,23,5
NC_002516.2:3847718-3847933:-,18,5
NC_002516.2:3847974-3848798:-,2,2
NC_002516.2:3848795-3849583:-,2,1
NC_002516.2:3849604-3850752:-,3,4
NC_002516.2:3850830-3851801:-,0,9
NC_002516.2:3851920-3852513:-,2,13
NC_002516.2:3852667-3853416:-,2,4
NC_002516.2:3853413-3854237:-,3,2
NC_002516.2:3854241-3855242:-,7,8
NC_002516.2:3855493-3856131:-,32,62
NC_002516.2:3856337-3856546:+,1,7
NC_002516.2:3856749-3858320:+,68,48
NC_002516.2:3858544-3859209:-,32,8
NC_002516.2:3859338-3860522:-,16,7
NC_002516.2:3860675-3862165:-,77,31
NC_002516.2:3862309-3864273:+,25,8
NC_002516.2:3864374-3865126:+,4,5
NC_002516.2:3865281-3865754:-,7,12
NC_002516.2:3865897-3867666:+,39,58
NC_002516.2:3867707-3869464:+,17,15
NC_002516.2:3869461-3870657:+,14,11
NC_002516.2:3870795-3873554:+,19,16
NC_002516.2:3873606-3873836:+,7,1
NC_002516.2:3874654-3875979:-,6,11
NC_002516.2:3876196-3877911:+,13,28
NC_002516.2:3878033-3879373:-,92,32
NC_002516.2:3879559-3880926:+,2,3
NC_002516.2:3881093-3882421:+,40,9
NC_002516.2:3882441-3882983:+,15,10
NC_002516.2:3882980-3883438:+,9,5
NC_002516.2:3883560-3885254:-,285,50
NC_002516.2:3885711-3886307:+,37,24
NC_002516.2:3886328-3887227:-,11,8
NC_002516.2:3887224-3888084:-,6,10
NC_002516.2:3888178-3888984:-,26,7
